name,state,state_code,type,degree_length,room_and_board,in_state_tuition,in_state_total,out_of_state_tuition,out_of_state_total,rank,state_name,early_career_pay,mid_career_pay,make_world_better_percent,stem_percent
University of Toledo,Ohio,OH,Public,4 Year,11434,9795,21229,19133,30567,18,Ohio,51800,92500,52,21
University of Tulsa,Oklahoma,OK,Private,4 Year,11116,41509,52625,41509,52625,1,Oklahoma,58700,107200,51,36
University of Utah,Utah,UT,Public,4 Year,10262,9222,19484,29215,39477,2,Utah,54800,102600,57,22
University of Valley Forge,Pennsylvania,PA,Private,4 Year,9886,21238,31124,21238,31124,,,,,,
University of Vermont,Vermont,VT,Public,4 Year,12462,18276,30738,42516,54978,2,Vermont,53200,99400,50,22
University of Virginia,Virginia,VA,Public,4 Year,11590,17564,29154,48465,60055,,,,,,
University of Virginia's College at Wise,Virginia,VA,Public,4 Year,10438,10119,20557,27176,37614,,,,,,
University of Washington,Washington,WA,Public,4 Year,12798,11517,24315,36898,49696,,,,,,
University of Washington Bothell,Washington,WA,Public,4 Year,11877,11138,23015,36519,48396,,,,,,
University of Washington Tacoma,Washington,WA,Public,4 Year,11028,11361,22389,36742,47770,,,,,,
University of West Alabama,Alabama,AL,Public,4 Year,8116,10040,18156,18490,26606,17,Alabama,42700,76100,61,4
University of West Florida,Florida,FL,Public,4 Year,9942,6360,16302,18628,28570,,,,,,
University of West Georgia,Georgia,GA,Public,4 Year,10918,7292,18210,20774,31692,15,Georgia,46700,82700,51,9
University of Wisconsin-Baraboo/Sauk County,Wisconsin,WI,Public,2 Year,,5237,5237,12808,12808,,,,,,
University of Wisconsin-Barron County,Wisconsin,WI,Public,2 Year,,5222,5222,12793,12793,,,,,,
University of Wisconsin-Eau Claire,Wisconsin,WI,Public,4 Year,7813,8820,16633,17096,24909,7,Wisconsin,52100,93600,46,14
University of Wisconsin-Fond du Lac,Wisconsin,WI,Public,2 Year,,5234,5234,12805,12805,,,,,,
University of Wisconsin-Green Bay,Wisconsin,WI,Public,4 Year,6609,7878,14487,15728,22337,,,,,,
University of Wisconsin-La Crosse,Wisconsin,WI,Public,4 Year,6331,9106,15437,17924,24255,14,Wisconsin,49600,88300,53,19
University of Wisconsin-Madison,Wisconsin,WI,Public,4 Year,11114,10555,21669,36805,47919,3,Wisconsin,57300,104400,48,33
University of Wisconsin-Marathon County,Wisconsin,WI,Public,2 Year,5236,5174,10410,12746,17982,,,,,,
University of Wisconsin-Marinette,Wisconsin,WI,Public,2 Year,4743,5145,9888,12717,17460,,,,,,
University of Wisconsin-Marshfield/Wood County,Wisconsin,WI,Public,2 Year,,5136,5136,12708,12708,,,,,,
University of Wisconsin-Milwaukee,Wisconsin,WI,Public,4 Year,10728,11084,21812,22364,33092,9,Wisconsin,50600,90300,50,17
University of Wisconsin-Oshkosh,Wisconsin,WI,Public,4 Year,7448,8820,16268,16393,23841,19,Wisconsin,47700,84300,52,10
University of Wisconsin-Parkside,Wisconsin,WI,Public,4 Year,8026,7529,15555,15518,23544,24,Wisconsin,46000,81400,47,17
University of Wisconsin-Platteville,Wisconsin,WI,Public,4 Year,7580,7571,15151,15421,23001,4,Wisconsin,56800,100300,50,38
University of Wisconsin-River Falls,Wisconsin,WI,Public,4 Year,6513,7862,14375,15435,21948,25,Wisconsin,47100,81300,52,14
University of Wisconsin-Stevens Point,Wisconsin,WI,Public,4 Year,7522,8088,15610,16355,23877,,,,,,
University of Wisconsin-Stout,Wisconsin,WI,Public,4 Year,6924,9457,16381,17423,24347,11,Wisconsin,50400,89500,47,14
University of Wisconsin-Superior,Wisconsin,WI,Public,4 Year,6792,8126,14918,15699,22491,,,,,,
University of Wisconsin-Washington County,Wisconsin,WI,Public,2 Year,,5118,5118,12690,12690,,,,,,
University of Wisconsin-Waukesha,Wisconsin,WI,Public,2 Year,,5148,5148,12719,12719,,,,,,
University of Wisconsin-Whitewater,Wisconsin,WI,Public,4 Year,6786,7692,14478,16265,23051,12,Wisconsin,48900,89300,44,8
University of Wyoming,Wyoming,WY,Public,4 Year,10320,5400,15720,17490,27810,1,Wyoming,52400,98800,58,25
Upper Iowa University,Iowa,IA,Private,4 Year,8454,30450,38904,30450,38904,24,Iowa,44200,78000,56,3
Urban College of Boston,Massachusetts,MA,Private,2 Year,,11150,11150,11150,11150,,,,,,
Urbana University,Ohio,OH,Private,4 Year,9998,23700,33698,23700,33698,,,,,,
Ursinus College,Pennsylvania,PA,Private,4 Year,12750,52050,64800,52050,64800,18,Pennsylvania,54400,101800,42,40
Ursuline College,Ohio,OH,Private,4 Year,10776,32390,43166,32390,43166,,,,,,
Utah State University,Utah,UT,Public,4 Year,6400,7424,13824,21505,27905,4,Utah,52400,93900,61,14
Utah Valley University,Utah,UT,Public,4 Year,,5726,5726,16296,16296,7,Utah,51100,90600,57,12
Utica College,New York,NY,Private,4 Year,11248,21382,32630,21382,32630,,,,,,
UW Colleges Fox Valley,Wisconsin,WI,Public,2 Year,,5060,5060,12632,12632,,,,,,
UW Colleges Manitowoc,Wisconsin,WI,Public,2 Year,,5156,5156,12728,12728,,,,,,
UW Colleges Richland,Wisconsin,WI,Public,2 Year,,5347,5347,12918,12918,,,,,,
UW Colleges Rock County,Wisconsin,WI,Public,2 Year,,5132,5132,12703,12703,,,,,,
UW Colleges Sheboygan,Wisconsin,WI,Public,2 Year,,5132,5132,12703,12703,,,,,,
Valdosta State University,Georgia,GA,Public,4 Year,8110,7476,15586,20958,29068,19,Georgia,43400,81000,57,7
Valencia College,Florida,FL,Public,2 Year,,3366,3366,12828,12828,,,,,,
Valley City State University,North Dakota,ND,Public,4 Year,6446,7626,14072,17166,23612,8,North-Dakota,39900,68600,56,3
Valley Forge Military College,Pennsylvania,PA,Private,2 Year,16600,29975,46575,29975,46575,,,,,,
Valparaiso University,Indiana,IN,Private,4 Year,11860,40260,52120,40260,52120,8,Indiana,53300,98000,52,31
Vance-Granville Community College,North Carolina,NC,Public,2 Year,,2409,2409,8169,8169,,,,,,
Vanderbilt University,Tennessee,TN,Private,4 Year,16234,49816,66050,49816,66050,1,Tennessee,65400,119100,48,23
VanderCook College of Music,Illinois,IL,Private,4 Year,13192,28434,41626,28434,41626,,,,,,
Vanguard University of Southern California,California,CA,Private,4 Year,10520,33700,44220,33700,44220,,,,,,
Vassar College,New York,NY,Private,4 Year,13550,56960,70510,56960,70510,,,,,,
Vaughn College of Aeronautics and Technology,New York,NY,Private,4 Year,14550,25710,40260,25710,40260,,,,,,
Ventura College,California,CA,Public,2 Year,,1418,1418,9218,9218,,,,,,
Vermilion Community College,Minnesota,MN,Public,2 Year,6290,5324,11614,6506,12796,,,,,,
Vermont Technical College,Vermont,VT,Public,4 Year,10598,15108,25706,27780,38378,5,Vermont,52400,93900,41,4
Vernon College,Texas,TX,Public,2 Year,4096,3000,7096,6300,10396,,,,,,
Victor Valley College,California,CA,Public,2 Year,5418,1402,6820,9142,14560,,,,,,
Victoria College,Texas,TX,Public,2 Year,,2790,2790,5040,5040,,,,,,
Villa Maria College of Buffalo,New York,NY,Private,4 Year,,22600,22600,22600,22600,,,,,,
Villanova University,Pennsylvania,PA,Private,4 Year,14020,53308,67328,53308,67328,7,Pennsylvania,65100,119500,41,23
Vincennes University,Indiana,IN,Public,2 Year,9990,5902,15892,13959,23949,,,,,,
Virginia Baptist College,Virginia,VA,Private,4 Year,,5800,5800,5800,5800,,,,,,
Virginia Commonwealth University,Virginia,VA,Public,4 Year,10428,14490,24918,35138,45566,16,Virginia,49900,88200,52,18
Virginia Highlands Community College,Virginia,VA,Public,2 Year,,4710,4710,10638,10638,,,,,,
Virginia Marti College of Art and Design,Ohio,OH,For Profit,2 Year,,20700,20700,20700,20700,,,,,,
Virginia Military Institute,Virginia,VA,Public,4 Year,9428,18862,28290,45706,55134,2,Virginia,65900,120600,68,47
Virginia Polytechnic Institute and State University,Virginia,VA,Public,4 Year,8934,13620,22554,31304,40238,4,Virginia,62700,114000,48,42
Virginia State University,Virginia,VA,Public,4 Year,11208,9056,20264,19576,30784,24,Virginia,44900,81800,61,14
Virginia Union University,Virginia,VA,Private,4 Year,8598,17448,26046,17448,26046,,,,,,
Virginia University of Lynchburg,Virginia,VA,Private,4 Year,9400,9000,18400,9000,18400,,,,,,
Virginia Wesleyan University,Virginia,VA,Private,4 Year,9256,36660,45916,36660,45916,,,,,,
Virginia Western Community College,Virginia,VA,Public,2 Year,,5355,5355,11283,11283,,,,,,
Visible Music College,Tennessee,TN,Private,4 Year,6000,19500,25500,19500,25500,,,,,,
Viterbo University,Wisconsin,WI,Private,4 Year,9060,27970,37030,27970,37030,22,Wisconsin,46800,81900,62,3
Volunteer State Community College,Tennessee,TN,Public,2 Year,,4229,4229,16517,16517,,,,,,
Voorhees College,South Carolina,SC,Private,4 Year,7346,12630,19976,12630,19976,,,,,,
W.L. Bonner Bible College,South Carolina,SC,Private,4 Year,2576,8868,11444,8868,11444,,,,,,
Wabash College,Indiana,IN,Private,4 Year,10050,43450,53500,43450,53500,3,Indiana,62200,114400,40,34
Wade College,Texas,TX,For Profit,2 Year,,16650,16650,16650,16650,,,,,,
Wagner College,New York,NY,Private,4 Year,14124,47090,61214,47090,61214,,,,,,
Wake Forest University,North Carolina,NC,Private,4 Year,16032,53322,69354,53322,69354,2,North-Carolina,60700,114800,44,13
Wake Technical Community College,North Carolina,NC,Public,2 Year,,2610,2610,8370,8370,,,,,,
Walden University,Minnesota,MN,For Profit,4 Year,,15045,15045,15045,15045,,,,,,
Waldorf University,Iowa,IA,Private,4 Year,7524,22076,29600,22076,29600,,,,,,
Walla Walla Community College,Washington,WA,Public,2 Year,,5041,5041,6319,6319,,,,,,
Walla Walla University,Washington,WA,Private,4 Year,4275,28035,32310,28035,32310,11,Washington,53700,97800,54,22
Wallace State Community College at Hanceville,Alabama,AL,Public,2 Year,4600,4740,9340,8610,13210,,,,,,
Walsh College of Accountancy and Business Administration,Michigan,MI,Private,4 Year,,17625,17625,17625,17625,20,Michigan,49400,85200,42,5
Walsh University,Ohio,OH,Private,4 Year,10680,29980,40660,29980,40660,,,,,,
Walters State Community College,Tennessee,TN,Public,2 Year,,4428,4428,13194,13194,,,,,,
Warner Pacific University,Oregon,OR,Private,4 Year,9630,18740,28370,18740,28370,,,,,,
Warner University,Florida,FL,Private,4 Year,8520,21840,30360,21840,30360,,,,,,
Warren County Community College,New Jersey,NJ,Public,2 Year,,4980,4980,5880,5880,,,,,,
Warren Wilson College,North Carolina,NC,Private,4 Year,10980,36280,47260,36280,47260,,,,,,
Wartburg College,Iowa,IA,Private,4 Year,9996,41280,51276,41280,51276,12,Iowa,49300,88000,49,34
Washburn University,Kansas,KS,Public,4 Year,8237,8870,17107,19940,28177,12,Kansas,47000,83000,54,4
Washington & Jefferson College,Pennsylvania,PA,Private,4 Year,12676,47964,60640,47964,60640,,,,,,
Washington Adventist University,Maryland,MD,Private,4 Year,9370,23900,33270,23900,33270,10,Maryland,55600,97600,63,9
Washington and Lee University,Virginia,VA,Private,4 Year,13925,52455,66380,52455,66380,1,Virginia,65900,123200,40,18
Washington College,Maryland,MD,Private,4 Year,12414,46978,59392,46978,59392,14,Maryland,52800,93500,55,21
Washington County Community College,Maine,ME,Public,2 Year,5340,3618,8958,6438,11778,,,,,,
Washington State Community College,Ohio,OH,Public,2 Year,,4736,4736,4766,4766,,,,,,
Washington State University,Washington,WA,Public,4 Year,11398,11581,22979,26365,37763,5,Washington,55900,103700,50,20
Washington University in St. Louis,Missouri,MO,Private,4 Year,16440,53399,69839,53399,69839,,,,,,
Washtenaw Community College,Michigan,MI,Public,2 Year,,3150,3150,6900,6900,,,,,,
"Watkins College of Art, Design & Film",Tennessee,TN,Private,4 Year,6750,24450,31200,24450,31200,,,,,,
Waubonsee Community College,Illinois,IL,Public,2 Year,,4080,4080,11295,11295,,,,,,
Waukesha County Technical College,Wisconsin,WI,Public,2 Year,,4268,4268,6281,6281,,,,,,
Wayland Baptist University,Texas,TX,Private,4 Year,7992,20070,28062,20070,28062,,,,,,
Wayne Community College,North Carolina,NC,Public,2 Year,,2524,2524,8668,8668,,,,,,
Wayne County Community College,Michigan,MI,Public,2 Year,,4970,4970,6851,6851,,,,,,
Wayne State College,Nebraska,NE,Public,4 Year,7668,6989,14657,12299,19967,18,Nebraska,40600,73400,54,11
Wayne State University,Michigan,MI,Public,4 Year,10427,13347,23774,28241,38668,12,Michigan,50800,91700,53,21
Waynesburg University,Pennsylvania,PA,Private,4 Year,10164,24820,34984,24820,34984,,,,,,
Weatherford College,Texas,TX,Public,2 Year,7580,2550,10130,5610,13190,,,,,,
Webb Institute,New York,NY,Private,4 Year,15050,50175,65225,50175,65225,3,New-York,80800,141800,,100
Webber International University,Florida,FL,Private,4 Year,9150,26116,35266,26116,35266,,,,,,
Weber State University,Utah,UT,Public,4 Year,6279,5831,12110,16585,22864,3,Utah,53900,94000,60,8
Webster University,Missouri,MO,Private,4 Year,11050,27900,38950,27900,38950,15,Missouri,46500,83500,50,2
Welch College,Tennessee,TN,Private,4 Year,7704,19012,26716,19012,26716,,,,,,
Wellesley College,Massachusetts,MA,Private,4 Year,16468,53732,70200,53732,70200,18,Massachusetts,58900,106200,48,34
Wells College,New York,NY,Private,4 Year,14100,40700,54800,40700,54800,,,,,,
Wenatchee Valley College,Washington,WA,Public,2 Year,4020,4467,8487,4903,8923,,,,,,
Wentworth Institute of Technology,Massachusetts,MA,Private,4 Year,14190,33950,48140,33950,48140,15,Massachusetts,62700,112700,53,39
Wentworth Military Junior College,Missouri,MO,Private,2 Year,6800,20900,27700,20900,27700,,,,,,
Wesley College,Delaware,DE,Private,4 Year,11717,26406,38123,26406,38123,4,Delaware,45400,77300,50,2
Wesleyan College,Georgia,GA,Private,4 Year,9860,23000,32860,23000,32860,,,,,,
Wesleyan University,Connecticut,CT,Private,4 Year,15060,54914,69974,54914,69974,3,Connecticut,61600,117000,53,21
West Chester University of Pennsylvania,Pennsylvania,PA,Public,4 Year,9716,10412,20128,21986,31702,,,,,,
West Georgia Technical College,Georgia,GA,Public,2 Year,,3372,3372,6042,6042,,,,,,
West Hills College: Coalinga,California,CA,Public,2 Year,7977,1380,9357,11130,19107,,,,,,
West Hills College: Lemoore,California,CA,Public,2 Year,,1380,1380,11130,11130,,,,,,
West Kentucky Community and Technical College,Kentucky,KY,Public,2 Year,,5310,5310,18000,18000,,,,,,
West Liberty University,West Virginia,WV,Public,4 Year,9406,7730,17136,15670,25076,10,West-Virginia,42500,77000,51,6
West Los Angeles College,California,CA,Public,2 Year,,1416,1416,8946,8946,,,,,,
West Shore Community College,Michigan,MI,Public,2 Year,,3476,3476,7286,7286,,,,,,
West Texas A&M University,Texas,TX,Public,4 Year,7196,8849,16045,10476,17672,,,,,,
West Valley College,California,CA,Public,2 Year,,1418,1418,9158,9158,,,,,,
West Virginia Northern Community College,West Virginia,WV,Public,2 Year,,4197,4197,11493,11493,,,,,,
West Virginia State University,West Virginia,WV,Public,4 Year,11892,8167,20059,16072,27964,12,West-Virginia,41800,76000,46,8
West Virginia University,West Virginia,WV,Public,4 Year,10918,8856,19774,24950,35868,2,West-Virginia,54400,99900,52,22
West Virginia University at Parkersburg,West Virginia,WV,Public,2 Year,,6330,6330,10920,10920,18,West-Virginia,36700,65200,67,3
West Virginia University Institute of Technology,West Virginia,WV,Public,4 Year,11390,7464,18854,18648,30038,1,West-Virginia,57100,103700,56,40
West Virginia Wesleyan College,West Virginia,WV,Private,4 Year,8856,31640,40496,31640,40496,5,West-Virginia,47000,85200,53,21
Westchester Community College,New York,NY,Public,2 Year,,4852,4852,12242,12242,,,,,,
Western Carolina University,North Carolina,NC,Public,4 Year,9682,4220,13902,8220,17902,25,North-Carolina,44700,77700,58,8
Western Connecticut State University,Connecticut,CT,Public,4 Year,13072,10819,23891,22059,35131,15,Connecticut,51700,88100,50,6
Western Dakota Technical Institute,South Dakota,SD,Public,2 Year,,7335,7335,7335,7335,,,,,,
Western Governors University,Utah,UT,Private,4 Year,,6670,6670,6670,6670,6,Utah,54500,91500,57,9
Western Illinois University,Illinois,IL,Public,4 Year,9630,11267,20897,11267,20897,,,,,,
Western Iowa Tech Community College,Iowa,IA,Public,2 Year,5650,5340,10990,5370,11020,,,,,,
Western Kentucky University,Kentucky,KY,Public,4 Year,8343,10602,18945,26496,34839,8,Kentucky,45500,83100,49,10
Western Michigan University,Michigan,MI,Public,4 Year,10143,12483,22626,15373,25516,11,Michigan,50900,92200,47,16
Western Nebraska Community College,Nebraska,NE,Public,2 Year,6766,2820,9586,2928,9694,,,,,,
Western Nevada College,Nevada,NV,Public,2 Year,,3158,3158,10070,10070,,,,,,
Western New England University,Massachusetts,MA,Private,4 Year,13590,36804,50394,36804,50394,20,Massachusetts,56400,103000,44,21
Western New Mexico University,New Mexico,NM,Public,4 Year,9136,6824,15960,15231,24367,5,New-Mexico,41700,76700,75,4
Western Oklahoma State College,Oklahoma,OK,Public,2 Year,5250,4250,9500,8605,13855,,,,,,
Western Oregon University,Oregon,OR,Public,4 Year,10415,9540,19955,26415,36830,20,Oregon,44500,79300,50,5
Western Piedmont Community College,North Carolina,NC,Public,2 Year,,2418,2418,8178,8178,,,,,,
Western State Colorado University,Colorado,CO,Public,4 Year,9635,10114,19749,21586,31221,14,Colorado,44800,81500,47,19
Western Technical College,Wisconsin,WI,Public,2 Year,6584,4408,10992,6373,12957,,,,,,
Western Texas College,Texas,TX,Public,2 Year,5293,3840,9133,6210,11503,,,,,,
Western Washington University,Washington,WA,Public,4 Year,11466,8132,19598,23544,35010,9,Washington,55000,99300,45,16
Western Wyoming Community College,Wyoming,WY,Public,2 Year,5740,2712,8452,7224,12964,,,,,,
Westfield State University,Massachusetts,MA,Public,4 Year,10948,10429,21377,16509,27457,,,,,,
Westminster College,Utah,UT,Private,4 Year,9524,34300,43824,34300,43824,,,,,,
Westminster College,Pennsylvania,PA,Private,4 Year,11130,36806,47936,36806,47936,,,,,,
Westminster College,Missouri,MO,Private,4 Year,10140,27600,37740,27600,37740,,,,,,
Westmont College,California,CA,Private,4 Year,14296,45304,59600,45304,59600,,,,,,
Westmoreland County Community College,Pennsylvania,PA,Public,2 Year,,5520,5520,13500,13500,,,,,,
Wharton County Junior College,Texas,TX,Public,2 Year,4200,3030,7230,6120,10320,,,,,,
Whatcom Community College,Washington,WA,Public,2 Year,,4513,4513,10044,10044,,,,,,
Wheaton College,Massachusetts,MA,Private,4 Year,13424,52626,66050,52626,66050,,,,,,
Wheaton College,Illinois,IL,Private,4 Year,10180,36420,46600,36420,46600,,,,,,
Wheeling Jesuit University,West Virginia,WV,Private,4 Year,9900,29290,39190,29290,39190,7,West-Virginia,44800,83400,57,5
White Earth Tribal and Community College,Minnesota,MN,Private,2 Year,,3830,3830,3830,3830,,,,,,
White Mountains Community College,New Hampshire,NH,Public,2 Year,,7050,7050,15300,15300,,,,,,
Whitman College,Washington,WA,Private,4 Year,13174,51764,64938,51764,64938,7,Washington,54600,102600,53,33
Whittier College,California,CA,Private,4 Year,14410,48086,62496,48086,62496,,,,,,
