id,group_random,group_random_dummy,Y0,Y1
3714,control,0,5,8.2
3715,treatment,1,5,8.2
3716,treatment,1,10,12.2
3717,control,0,6,9.2
3718,control,0,7,9.2
3719,treatment,1,3,5.2
3720,treatment,1,6,7
3721,control,0,9,10
3722,control,0,4,7
3723,treatment,1,9,11.2
3724,treatment,1,9,12.2
3725,treatment,1,9,11
3726,control,0,1,4
3727,treatment,1,1,4
3728,control,0,7,10
3729,treatment,1,10,11
3730,control,0,6,8.2
3731,control,0,3,5.2
3732,control,0,5,7.2
3733,control,0,3,4.2
3734,control,0,6,8.2
3735,treatment,1,1,4
3736,control,0,9,11
3737,control,0,10,12.2
3738,treatment,1,3,6
3739,control,0,9,10
3740,treatment,1,6,9
3741,control,0,7,10.2
3742,treatment,1,4,6
3743,treatment,1,9,11
3744,treatment,1,8,10
3745,control,0,9,11.2
3746,treatment,1,8,10.2
3747,control,0,4,5.2
3748,control,0,11,13.2
3749,control,0,10,12
3750,treatment,1,4,7.2
3751,treatment,1,6,9
3752,control,0,3,6
3753,treatment,1,6,8.2
3754,control,0,9,10
3755,treatment,1,11,13.2
3756,control,0,6,9.2
3757,control,0,7,8.2
3758,control,0,6,9.2
3759,treatment,1,11,13.2
3760,treatment,1,8,9
3761,treatment,1,5,8.2
3762,treatment,1,9,10.2
3763,treatment,1,1,4
3764,treatment,1,10,12
3765,treatment,1,3,5.2
3766,treatment,1,10,13
3767,control,0,6,7.2
3768,treatment,1,10,12
3769,control,0,3,6
3770,treatment,1,8,10
3771,control,0,4,6
3772,treatment,1,6,9
3773,control,0,6,9.2
3774,treatment,1,2,4.2
3775,treatment,1,1,2
3776,control,0,4,7
3777,control,0,8,9.2
3778,control,0,11,14.2
3779,treatment,1,3,4
3780,control,0,5,8.2
3781,treatment,1,11,13.2
3782,control,0,6,9
3783,treatment,1,3,6.2
3784,control,0,7,10.2
3785,treatment,1,9,10.2
3786,control,0,3,4.2
3787,treatment,1,9,10
3788,treatment,1,10,12
3789,control,0,6,8.2
3790,control,0,10,11.2
3791,control,0,5,8
3792,control,0,4,7
3793,control,0,11,12.2
3794,treatment,1,8,10.2
3795,control,0,7,8
3796,treatment,1,11,12.2
3797,treatment,1,6,9.2
3798,control,0,9,12.2
3799,control,0,1,4
3800,control,0,6,9
3801,control,0,9,11.2
3802,treatment,1,7,9
3803,control,0,9,12.2
3804,treatment,1,7,9.2
3805,treatment,1,9,12
3806,control,0,11,13.2
3807,control,0,3,6.2
3808,treatment,1,5,6
3809,treatment,1,1,3
3810,control,0,10,12.2
3811,treatment,1,5,8
3812,control,0,8,11
3813,control,0,6,7.2
3814,treatment,1,7,10.2
3815,treatment,1,9,10
3816,treatment,1,5,8
3817,control,0,8,10
3818,control,0,10,12.2
3819,treatment,1,2,4
3820,control,0,2,4.2
3821,control,0,6,8.2
3822,control,0,9,12.2
3823,treatment,1,11,14.2
3824,treatment,1,5,6.2
3825,treatment,1,7,10
3826,control,0,10,13
3827,control,0,5,8
3828,treatment,1,6,9.2
3829,treatment,1,10,12
3830,control,0,1,3
3831,treatment,1,3,4.2
3832,control,0,9,11
3833,control,0,4,7
3834,treatment,1,7,8
3835,control,0,9,12
3836,treatment,1,6,8
3837,control,0,3,4.2
3838,control,0,7,9.2
3839,treatment,1,10,12
3840,treatment,1,3,6.2
3841,control,0,4,7.2
3842,control,0,3,6
3843,treatment,1,1,4
3844,treatment,1,1,4
3845,treatment,1,9,12
3846,treatment,1,10,13.2
3847,treatment,1,9,12.2
3848,treatment,1,9,11
3849,control,0,11,14.2
3850,treatment,1,3,4.2
3851,control,0,8,10
3852,treatment,1,6,7.2
3853,control,0,10,12.2
3854,control,0,7,10
3855,treatment,1,7,9
3856,treatment,1,5,8.2
3857,control,0,8,10
3858,control,0,10,12.2
3859,control,0,9,10
3860,treatment,1,7,8.2
3861,treatment,1,7,10
3862,treatment,1,3,5
3863,control,0,10,12.2
3864,treatment,1,6,8.2
3865,control,0,1,2
3866,treatment,1,8,10.2
3867,treatment,1,4,7
3868,treatment,1,2,3
3869,treatment,1,3,4.2
3870,control,0,9,11.2
3871,treatment,1,8,10
3872,treatment,1,7,8.2
3873,control,0,11,13.2
3874,treatment,1,3,5.2
3875,treatment,1,6,8
3876,treatment,1,1,3
3877,treatment,1,7,8.2
3878,treatment,1,5,6
3879,treatment,1,6,8
3880,control,0,8,10.2
3881,treatment,1,6,8
3882,control,0,9,11
3883,control,0,9,11
3884,treatment,1,6,8.2
3885,treatment,1,9,11
3886,control,0,6,7.2
3887,control,0,4,5
3888,treatment,1,5,7
3889,treatment,1,6,8.2
3890,control,0,3,4
3891,treatment,1,6,9
3892,treatment,1,9,11
3893,control,0,9,12
3894,treatment,1,9,11
3895,treatment,1,8,11.2
3896,control,0,10,12.2
3897,treatment,1,1,2
3898,control,0,1,3
3899,control,0,10,13.2
3900,control,0,6,7
3901,treatment,1,4,6.2
3902,control,0,8,9.2
3903,control,0,7,10.2
3904,control,0,2,3.2
3905,treatment,1,7,9.2
3906,treatment,1,4,6
3907,control,0,5,7.2
3908,control,0,3,6.2
3909,treatment,1,5,7
3910,control,0,10,13.2
3911,treatment,1,6,9
3912,treatment,1,10,12.2
3913,treatment,1,11,14.2
3914,treatment,1,6,9.2
3915,treatment,1,6,8.2
3916,control,0,6,8
3917,control,0,5,7.2
3918,control,0,6,7
3919,treatment,1,5,7
3920,treatment,1,2,5.2
3921,treatment,1,4,5
3922,treatment,1,5,7
3923,treatment,1,2,3.2
3924,treatment,1,10,11.2
3925,treatment,1,3,6
3926,control,0,9,10
3927,control,0,5,8.2
3928,control,0,6,9
3929,control,0,7,9.2
3930,treatment,1,10,12.2
3931,control,0,3,6.2
3932,treatment,1,10,13.2
3933,control,0,10,11
3934,control,0,4,6
3935,treatment,1,3,4.2
3936,treatment,1,2,4
3937,treatment,1,3,4
3938,treatment,1,7,10
3939,treatment,1,3,5
3940,control,0,1,4
3941,treatment,1,11,13.2
3942,treatment,1,9,10
3943,treatment,1,4,5
3944,control,0,9,10.2
3945,treatment,1,7,8
3946,treatment,1,5,6
3947,control,0,9,12
3948,control,0,5,8.2
3949,control,0,4,6
3950,control,0,4,6
3951,treatment,1,4,7.2
3952,control,0,10,12.2
3953,treatment,1,9,12
3954,treatment,1,4,7.2
3955,control,0,11,13.2
3956,treatment,1,8,10.2
3957,control,0,5,7
3958,treatment,1,9,12
3959,treatment,1,6,7
3960,control,0,6,8.2
3961,treatment,1,5,7
3962,treatment,1,6,8
3963,control,0,9,10
3964,treatment,1,4,5
3965,control,0,9,12
3966,control,0,11,12.2
3967,control,0,10,11
3968,treatment,1,2,5
3969,treatment,1,8,11.2
3970,treatment,1,4,7.2
3971,control,0,9,10
3972,treatment,1,9,10
3973,treatment,1,8,11
3974,control,0,8,9.2
3975,control,0,2,3.2
3976,treatment,1,3,5.2
3977,treatment,1,7,8
3978,control,0,10,11
3979,treatment,1,3,6
3980,treatment,1,5,7.2
3981,treatment,1,9,12.2
3982,treatment,1,4,6
3983,treatment,1,9,10
3984,treatment,1,11,13.2
3985,control,0,3,4
3986,control,0,9,12
3987,treatment,1,5,8.2
3988,treatment,1,6,8
3989,treatment,1,8,10
3990,control,0,7,8
3991,treatment,1,6,7
3992,control,0,2,5.2
3993,control,0,5,6
3994,treatment,1,8,9
3995,control,0,10,11.2
3996,treatment,1,9,12.2
3997,control,0,3,6
3998,control,0,5,8
3999,treatment,1,7,10
4000,treatment,1,3,6.2
4001,treatment,1,5,6
4002,control,0,1,3
4003,control,0,8,9.2
4004,treatment,1,1,2
4005,treatment,1,2,3
4006,control,0,9,11
4007,control,0,10,11.2
4008,treatment,1,7,8.2
4009,control,0,11,12.2
4010,control,0,10,12.2
4011,control,0,2,3
4012,control,0,9,12.2
4013,control,0,9,11.2
4014,treatment,1,10,12
4015,control,0,7,10
4016,treatment,1,10,12
4017,control,0,3,5
4018,treatment,1,5,8
4019,treatment,1,11,12.2
4020,control,0,8,9.2
4021,treatment,1,1,4
4022,treatment,1,6,9.2
4023,control,0,4,6
4024,treatment,1,5,7.2
4025,treatment,1,5,7
4026,treatment,1,9,12
4027,treatment,1,10,13
4028,treatment,1,6,7.2
4029,treatment,1,10,11
4030,treatment,1,6,8
4031,control,0,6,7
4032,control,0,3,6
4033,control,0,7,8
4034,control,0,7,8
4035,control,0,11,14.2
4036,control,0,4,7
4037,treatment,1,4,6
4038,control,0,4,6
4039,control,0,6,8.2
4040,control,0,10,11.2
4041,treatment,1,9,10.2
4042,control,0,7,10
4043,treatment,1,10,12.2
4044,control,0,9,12
4045,control,0,2,3.2
4046,control,0,11,12.2
4047,control,0,10,11
4048,treatment,1,3,4.2
4049,control,0,4,6
4050,control,0,4,5.2
4051,control,0,11,12.2
4052,treatment,1,7,10.2
4053,control,0,7,10.2
4054,control,0,10,12
4055,treatment,1,1,2
4056,control,0,9,10.2
4057,treatment,1,1,2
4058,treatment,1,10,11
4059,treatment,1,11,13.2
4060,control,0,4,7.2
4061,treatment,1,2,5.2
4062,control,0,10,11.2
4063,control,0,7,9
4064,control,0,3,4
4065,treatment,1,10,11
4066,treatment,1,10,13
4067,control,0,7,10.2
4068,control,0,3,6
4069,control,0,4,6
4070,control,0,8,10.2
4071,control,0,11,13.2
4072,control,0,6,9
4073,treatment,1,5,8
4074,control,0,1,2
4075,treatment,1,11,13.2
4076,treatment,1,5,8.2
4077,control,0,2,4.2
4078,treatment,1,2,5
4079,treatment,1,10,13
4080,treatment,1,8,9.2
4081,control,0,11,12.2
4082,treatment,1,10,11
4083,treatment,1,10,13.2
4084,control,0,11,13.2
4085,control,0,4,5.2
4086,treatment,1,6,7.2
4087,control,0,6,9
4088,treatment,1,4,7
4089,treatment,1,11,14.2
4090,treatment,1,6,8
4091,control,0,8,10.2
4092,treatment,1,1,4
4093,treatment,1,3,6.2
4094,control,0,8,10
4095,control,0,4,6.2
4096,treatment,1,10,11
4097,control,0,3,4.2
4098,control,0,4,6.2
4099,treatment,1,2,3
4100,control,0,5,7.2
4101,treatment,1,7,8.2
4102,control,0,3,4
4103,control,0,3,4
4104,control,0,7,9.2
4105,treatment,1,1,4
4106,control,0,9,12.2
4107,treatment,1,10,12
4108,treatment,1,10,12.2
4109,control,0,3,5.2
4110,control,0,5,8
4111,control,0,7,9
4112,control,0,8,9.2
4113,control,0,3,4
4114,control,0,7,10
4115,treatment,1,2,3.2
4116,control,0,10,11.2
4117,control,0,7,10
4118,control,0,2,3.2
4119,control,0,8,11
4120,control,0,6,9.2
4121,treatment,1,10,11.2
4122,control,0,8,9
4123,treatment,1,9,10.2
4124,treatment,1,7,10.2
4125,control,0,6,8.2
4126,treatment,1,8,9
4127,treatment,1,5,6
4128,treatment,1,6,9.2
4129,treatment,1,6,9
4130,treatment,1,10,13.2
4131,treatment,1,3,5.2
4132,treatment,1,2,4
4133,control,0,4,6
4134,treatment,1,2,4.2
4135,treatment,1,2,5
4136,treatment,1,4,6.2
4137,control,0,4,7.2
4138,treatment,1,5,7.2
4139,treatment,1,2,3
4140,treatment,1,7,8.2
4141,treatment,1,1,4
4142,control,0,9,12.2
4143,control,0,6,9.2
4144,control,0,9,12.2
4145,treatment,1,3,6
4146,control,0,2,4.2
4147,treatment,1,3,4.2
4148,treatment,1,9,12
4149,treatment,1,8,11.2
4150,control,0,6,9.2
4151,treatment,1,5,7
4152,control,0,7,9
4153,control,0,10,11.2
4154,control,0,6,7.2
4155,treatment,1,10,12.2
4156,treatment,1,2,5
4157,treatment,1,5,8
4158,treatment,1,9,12
4159,control,0,4,5
4160,control,0,6,8.2
4161,treatment,1,8,9.2
4162,treatment,1,5,8.2
4163,control,0,4,6.2
4164,treatment,1,5,7.2
4165,control,0,8,10.2
4166,treatment,1,6,8
4167,treatment,1,4,6
4168,treatment,1,1,3
4169,control,0,7,9
4170,control,0,8,11
4171,treatment,1,4,7
4172,control,0,4,6
4173,treatment,1,9,11
4174,treatment,1,6,8.2
4175,control,0,2,3.2
4176,treatment,1,11,12.2
4177,control,0,6,7.2
4178,control,0,6,9
4179,control,0,1,3
4180,treatment,1,11,14.2
4181,treatment,1,10,11.2
4182,control,0,11,13.2
4183,control,0,3,6.2
4184,control,0,9,10
4185,treatment,1,7,9.2
4186,control,0,4,7
4187,control,0,4,7
4188,control,0,3,5.2
4189,control,0,9,10
4190,control,0,1,2
4191,treatment,1,4,7
4192,control,0,4,5.2
4193,control,0,8,11
4194,control,0,7,9.2
4195,control,0,3,6
4196,treatment,1,4,5
4197,control,0,9,10
4198,control,0,7,8
4199,treatment,1,1,3
4200,treatment,1,4,6.2
4201,treatment,1,7,10
4202,treatment,1,4,7.2
4203,control,0,8,9
4204,treatment,1,9,10.2
4205,treatment,1,4,6.2
4206,treatment,1,8,11.2
4207,treatment,1,5,7
4208,control,0,2,3
4209,control,0,3,4.2
4210,control,0,7,10
4211,control,0,10,13.2
4212,treatment,1,7,10.2
4213,control,0,1,4
4214,treatment,1,8,11.2
4215,treatment,1,11,13.2
4216,control,0,5,8.2
4217,treatment,1,10,12.2
4218,treatment,1,5,7.2
4219,control,0,8,9.2
4220,control,0,6,7
4221,treatment,1,7,10
4222,control,0,3,5
4223,control,0,3,6
4224,treatment,1,1,3
4225,treatment,1,10,12
4226,treatment,1,10,11
4227,control,0,10,12
4228,control,0,2,4
4229,control,0,1,3
4230,treatment,1,3,6
4231,treatment,1,2,3.2
4232,treatment,1,9,10.2
4233,treatment,1,6,8
4234,treatment,1,2,4
4235,treatment,1,1,3
4236,control,0,2,3
4237,control,0,3,4
4238,control,0,8,9
4239,control,0,7,8
4240,control,0,10,13.2
4241,control,0,7,8
4242,treatment,1,6,9.2
4243,control,0,5,8.2
4244,control,0,8,10
4245,treatment,1,8,10
4246,control,0,10,11
4247,control,0,7,10
4248,treatment,1,1,4
4249,control,0,7,9
4250,control,0,5,6.2
4251,control,0,7,10.2
4252,treatment,1,3,4.2
4253,control,0,2,5
4254,control,0,2,4.2
4255,control,0,2,4.2
4256,control,0,11,13.2
4257,control,0,6,8.2
4258,control,0,9,10
4259,control,0,6,7.2
4260,treatment,1,4,7
4261,treatment,1,4,6
4262,treatment,1,4,6.2
4263,treatment,1,8,11.2
4264,treatment,1,2,3
4265,treatment,1,6,8.2
4266,treatment,1,8,11.2
4267,treatment,1,6,8
4268,control,0,5,7
4269,control,0,6,7.2
4270,treatment,1,10,12.2
4271,control,0,2,3.2
4272,treatment,1,7,8
4273,treatment,1,10,12
4274,control,0,2,3.2
4275,control,0,3,6
4276,treatment,1,1,3
4277,treatment,1,7,10.2
4278,control,0,1,3
4279,control,0,11,13.2
4280,control,0,7,10
4281,treatment,1,2,3.2
4282,control,0,6,9.2
4283,control,0,4,5.2
4284,treatment,1,7,9
4285,control,0,9,10
4286,control,0,11,13.2
4287,treatment,1,4,6
4288,treatment,1,3,5.2
4289,treatment,1,2,5
4290,treatment,1,5,8
4291,control,0,2,4
4292,treatment,1,6,9
4293,control,0,10,11
4294,control,0,9,11
4295,control,0,1,2
4296,control,0,1,4
4297,treatment,1,4,7.2
4298,control,0,2,4.2
4299,control,0,3,6.2
4300,treatment,1,9,12.2
4301,control,0,3,4
4302,treatment,1,3,6.2
4303,treatment,1,3,5
4304,control,0,8,11.2
4305,control,0,2,3.2
4306,treatment,1,5,7.2
4307,control,0,2,4.2
4308,control,0,9,12.2
4309,treatment,1,11,14.2
4310,treatment,1,10,11.2
4311,control,0,5,6
4312,treatment,1,11,12.2
4313,control,0,6,7
4314,treatment,1,8,11
4315,control,0,6,7
4316,treatment,1,8,9.2
4317,control,0,6,9.2
4318,treatment,1,11,12.2
4319,treatment,1,3,5.2
4320,control,0,10,12.2
4321,control,0,8,11.2
4322,control,0,8,10
4323,treatment,1,3,4
4324,control,0,1,4
4325,treatment,1,3,6
4326,treatment,1,8,9.2
4327,treatment,1,5,6.2
4328,treatment,1,2,4
4329,treatment,1,3,6.2
4330,control,0,2,5.2
4331,control,0,2,4
4332,treatment,1,8,9.2
4333,treatment,1,3,6.2
4334,control,0,11,13.2
4335,treatment,1,5,8.2
4336,control,0,8,11.2
4337,control,0,10,13.2
4338,treatment,1,6,9.2
4339,treatment,1,1,2
4340,control,0,1,3
4341,treatment,1,4,7
4342,treatment,1,10,12
4343,control,0,7,9
4344,control,0,8,9.2
4345,treatment,1,4,6
4346,control,0,7,8
4347,control,0,6,7.2
4348,treatment,1,8,10.2
4349,control,0,5,8.2
4350,treatment,1,7,8
4351,control,0,10,13
4352,treatment,1,4,6
4353,control,0,3,5
4354,control,0,9,11
4355,control,0,10,12.2
4356,control,0,7,9.2
4357,treatment,1,2,4
4358,treatment,1,9,10
4359,treatment,1,6,9.2
4360,control,0,1,4
4361,control,0,4,5
4362,control,0,5,7.2
4363,control,0,3,5
4364,treatment,1,10,12
4365,control,0,6,8.2
4366,control,0,10,11.2
4367,control,0,3,6
4368,treatment,1,10,11
4369,control,0,7,8
4370,treatment,1,10,12.2
4371,treatment,1,2,3
4372,control,0,2,4.2
4373,control,0,6,8
4374,treatment,1,1,4
4375,control,0,2,4
4376,treatment,1,4,6.2
4377,treatment,1,1,2
4378,control,0,4,5.2
4379,treatment,1,9,10
4380,control,0,9,12
4381,treatment,1,11,13.2
4382,control,0,5,8
4383,control,0,10,13.2
4384,treatment,1,9,11
4385,treatment,1,2,5
4386,control,0,10,12.2
4387,treatment,1,3,4.2
4388,control,0,9,12.2
4389,treatment,1,5,8
4390,control,0,8,10.2
4391,treatment,1,3,5
4392,control,0,9,11
4393,treatment,1,4,6.2
4394,control,0,6,7.2
4395,treatment,1,1,4
4396,control,0,3,5.2
4397,treatment,1,1,3
4398,control,0,10,11.2
4399,control,0,3,5
4400,treatment,1,9,12.2
4401,control,0,3,5.2
4402,treatment,1,5,7
4403,treatment,1,5,6
4404,control,0,10,11.2
4405,control,0,8,10.2
4406,control,0,5,6.2
4407,treatment,1,7,10.2
4408,control,0,9,10.2
4409,treatment,1,9,12.2
4410,treatment,1,2,3
4411,treatment,1,8,9
4412,treatment,1,2,3
4413,control,0,3,4.2
4414,control,0,10,12.2
4415,control,0,2,5.2
4416,control,0,3,5
4417,control,0,2,5.2
4418,control,0,6,8.2
4419,treatment,1,6,9.2
4420,treatment,1,2,3
4421,control,0,6,9
4422,control,0,4,5.2
4423,control,0,3,5
4424,treatment,1,8,11
4425,treatment,1,2,3
4426,control,0,5,7.2
4427,control,0,10,12
4428,control,0,10,11
4429,control,0,10,13.2
4430,control,0,3,4
4431,treatment,1,2,5.2
4432,control,0,7,8
4433,treatment,1,5,7
4434,treatment,1,9,12
4435,treatment,1,3,6
4436,control,0,5,7
4437,control,0,2,4
4438,treatment,1,4,6.2
4439,treatment,1,9,11
4440,treatment,1,2,4
4441,treatment,1,10,12.2
4442,control,0,2,4
4443,treatment,1,4,5.2
4444,control,0,6,9
4445,treatment,1,3,5
4446,control,0,7,9
4447,control,0,1,2
4448,control,0,1,4
4449,control,0,4,5
4450,control,0,9,11
4451,control,0,2,3
4452,control,0,5,6
4453,treatment,1,10,11.2
4454,control,0,2,4.2
4455,control,0,4,5
4456,treatment,1,9,12.2
4457,control,0,7,8.2
4458,treatment,1,4,6
4459,control,0,6,7.2
4460,control,0,2,5.2
4461,control,0,5,8.2
4462,control,0,10,11
4463,control,0,4,5.2
4464,treatment,1,8,11
4465,treatment,1,5,8
4466,control,0,2,5
4467,control,0,9,12
4468,treatment,1,1,4
4469,control,0,11,13.2
4470,control,0,6,7.2
4471,treatment,1,2,4
4472,control,0,1,4
4473,treatment,1,3,6
4474,treatment,1,8,9
4475,treatment,1,8,11.2
4476,control,0,3,4
4477,treatment,1,9,10.2
4478,treatment,1,1,3
4479,treatment,1,10,13.2
4480,control,0,10,13.2
4481,control,0,6,8.2
4482,control,0,9,12.2
4483,control,0,5,7.2
4484,treatment,1,2,5.2
4485,control,0,9,12
4486,control,0,9,12.2
4487,treatment,1,9,10.2
4488,treatment,1,3,4.2
4489,treatment,1,7,10
4490,treatment,1,3,4
4491,treatment,1,10,11
4492,treatment,1,5,6.2
4493,treatment,1,4,6.2
4494,treatment,1,5,6.2
4495,control,0,3,5.2
4496,treatment,1,9,11.2
4497,treatment,1,9,11.2
4498,treatment,1,5,8
4499,control,0,5,7.2
4500,treatment,1,8,9.2
4501,treatment,1,4,7
4502,control,0,8,11
4503,treatment,1,9,11
4504,control,0,8,9
4505,control,0,3,4
4506,control,0,4,5.2
4507,control,0,7,8
4508,treatment,1,10,11
4509,treatment,1,7,9.2
4510,treatment,1,3,4.2
4511,treatment,1,9,10.2
4512,control,0,9,10
4513,control,0,5,8.2
4514,treatment,1,1,4
4515,treatment,1,2,4.2
4516,control,0,10,12.2
4517,treatment,1,8,9.2
4518,treatment,1,6,9
4519,control,0,11,14.2
4520,treatment,1,4,5.2
4521,control,0,8,11
4522,treatment,1,1,2
4523,control,0,7,10.2
4524,control,0,10,13.2
4525,control,0,5,6
4526,treatment,1,3,5.2
4527,control,0,2,3.2
4528,control,0,7,10
4529,control,0,8,9
4530,control,0,10,12.2
4531,treatment,1,10,11.2
4532,treatment,1,8,9
4533,treatment,1,7,9.2
4534,treatment,1,2,4.2
4535,treatment,1,4,7
4536,treatment,1,3,5
4537,control,0,2,4
4538,control,0,2,5.2
4539,treatment,1,11,13.2
4540,treatment,1,7,9
4541,control,0,4,5
4542,treatment,1,2,5
4543,control,0,6,9.2
4544,treatment,1,1,4
4545,control,0,5,8
4546,control,0,6,7
4547,treatment,1,4,7
4548,treatment,1,3,4
4549,control,0,3,6.2
4550,control,0,7,9.2
4551,control,0,10,13
4552,treatment,1,8,9
4553,control,0,5,6
4554,treatment,1,4,7.2
4555,treatment,1,2,3
4556,control,0,6,7.2
4557,treatment,1,4,6
4558,control,0,7,8
4559,treatment,1,8,9.2
4560,control,0,1,2
4561,control,0,4,6.2
4562,control,0,8,10.2
4563,treatment,1,7,10
4564,control,0,1,4
4565,control,0,2,5.2
4566,treatment,1,3,5
4567,treatment,1,11,13.2
4568,treatment,1,5,6
4569,control,0,10,13
4570,control,0,7,9
4571,control,0,2,4
4572,control,0,5,8.2
4573,treatment,1,3,5.2
4574,control,0,2,5
4575,treatment,1,4,5.2
4576,treatment,1,10,12.2
4577,treatment,1,7,10
4578,control,0,5,8.2
4579,control,0,9,12.2
4580,treatment,1,5,7
4581,treatment,1,10,13
4582,control,0,8,10
4583,control,0,2,4
4584,treatment,1,3,4.2
4585,treatment,1,4,7.2
4586,treatment,1,2,4.2
4587,control,0,10,13
4588,control,0,4,5.2
4589,treatment,1,1,2
4590,control,0,4,5
4591,treatment,1,9,11.2
4592,control,0,2,5
4593,control,0,1,3
4594,control,0,6,8.2
4595,treatment,1,5,7.2
4596,control,0,8,10.2
4597,control,0,8,11
4598,control,0,6,9
4599,control,0,8,11
4600,treatment,1,5,7.2
4601,control,0,3,4.2
4602,control,0,3,6.2
4603,treatment,1,1,2
4604,control,0,4,7.2
4605,control,0,9,11
4606,treatment,1,8,10.2
4607,treatment,1,10,12.2
4608,control,0,11,12.2
4609,treatment,1,6,9
4610,control,0,4,7.2
4611,treatment,1,5,7
4612,treatment,1,2,4.2
4613,control,0,2,4.2
4614,control,0,4,6
4615,treatment,1,6,8
4616,control,0,1,4
4617,treatment,1,9,10
4618,control,0,5,8
4619,treatment,1,1,2
4620,treatment,1,3,4
4621,treatment,1,3,6.2
4622,control,0,6,9
4623,control,0,9,10.2
4624,treatment,1,6,9.2
4625,treatment,1,8,11.2
4626,control,0,8,10
4627,control,0,6,7
4628,treatment,1,7,10
4629,treatment,1,4,5
4630,treatment,1,4,7
4631,treatment,1,11,12.2
4632,control,0,9,12
4633,treatment,1,7,8
4634,control,0,7,9
4635,control,0,4,7.2
4636,treatment,1,8,9.2
4637,control,0,8,11.2
4638,control,0,6,8.2
4639,treatment,1,6,8.2
4640,control,0,2,4.2
4641,control,0,4,6
4642,control,0,2,3.2
4643,treatment,1,11,13.2
4644,treatment,1,2,3
4645,control,0,9,10
4646,treatment,1,7,8
4647,treatment,1,4,7
4648,control,0,4,7
4649,treatment,1,7,9.2
4650,treatment,1,3,6
4651,treatment,1,8,9.2
4652,control,0,6,7.2
4653,control,0,10,13.2
4654,treatment,1,7,9
4655,treatment,1,1,4
4656,control,0,5,8
4657,control,0,2,3
4658,control,0,4,7
4659,treatment,1,5,8.2
4660,treatment,1,10,12
4661,treatment,1,6,7.2
4662,treatment,1,1,4
4663,control,0,10,13.2
4664,treatment,1,6,7
4665,control,0,2,5
4666,control,0,5,8.2
4667,control,0,4,7.2
4668,control,0,5,7.2
4669,control,0,7,10.2
4670,control,0,2,5
4671,treatment,1,7,10
4672,control,0,9,10
4673,control,0,3,6.2
4674,treatment,1,8,11.2
4675,treatment,1,2,3.2
4676,treatment,1,10,12.2
4677,control,0,8,11.2
4678,treatment,1,5,6
4679,control,0,6,8.2
4680,control,0,10,12.2
4681,treatment,1,1,4
4682,treatment,1,4,5.2
4683,treatment,1,9,12
4684,treatment,1,10,12
4685,control,0,11,14.2
4686,control,0,5,8
4687,treatment,1,3,4
4688,control,0,7,8
4689,control,0,6,8
4690,treatment,1,11,13.2
4691,treatment,1,6,9
4692,control,0,11,14.2
4693,control,0,9,11
4694,treatment,1,9,12.2
4695,treatment,1,1,2
4696,control,0,3,4.2
4697,control,0,2,3
4698,treatment,1,8,10.2
4699,treatment,1,4,5
4700,control,0,5,8
4701,treatment,1,10,11
4702,treatment,1,6,9.2
4703,control,0,9,10.2
4704,treatment,1,1,4
4705,control,0,10,11
4706,treatment,1,9,11
4707,treatment,1,7,8
4708,treatment,1,10,11
4709,control,0,3,5
4710,treatment,1,4,5.2
4711,treatment,1,6,9
4712,control,0,10,11
4713,control,0,8,10
4714,control,0,9,12.2
4715,treatment,1,3,6.2
4716,treatment,1,4,6
4717,treatment,1,1,3
4718,treatment,1,1,4
4719,control,0,7,10
4720,control,0,9,12
4721,control,0,8,11
4722,treatment,1,3,4.2
4723,control,0,1,3
4724,treatment,1,5,6
4725,control,0,7,9.2
4726,control,0,7,10
4727,treatment,1,2,4.2
4728,control,0,5,6
4729,control,0,3,4.2
4730,control,0,6,9
4731,control,0,9,11.2
