id,group,group_dummy,Y0,Y1
3516,treatment,1,9,10.2
3517,control,0,5,8
3518,control,0,5,7
3519,control,0,9,11
3520,treatment,1,9,12.2
3521,control,0,8,10
3522,control,0,1,4
3523,treatment,1,4,5.2
3524,treatment,1,2,3.2
3525,treatment,1,8,11.2
3526,treatment,1,2,3.2
3527,treatment,1,8,11.2
3528,treatment,1,5,6.2
3529,treatment,1,8,10.2
3530,control,0,7,8
3531,control,0,6,7
3532,control,0,8,11
3533,control,0,2,4
3534,control,0,4,7
3535,control,0,8,9
3536,control,0,6,9
3537,treatment,1,7,9.2
3538,treatment,1,9,10.2
3539,treatment,1,5,6.2
3540,treatment,1,5,6.2
3541,control,0,9,11
3542,control,0,5,8
3543,control,0,10,11
3544,control,0,8,9
3545,treatment,1,11,12.2
3546,control,0,4,6
3547,control,0,10,13
3548,treatment,1,6,7.2
3549,treatment,1,8,10.2
3550,control,0,2,4
3551,treatment,1,4,6.2
3552,control,0,1,4
3553,treatment,1,2,5.2
3554,control,0,4,6
3555,treatment,1,11,13.2
3556,control,0,9,11
3557,treatment,1,6,9.2
3558,control,0,1,4
3559,treatment,1,11,12.2
3560,treatment,1,9,12.2
3561,control,0,8,10
3562,treatment,1,9,10.2
3563,treatment,1,10,13.2
3564,control,0,1,2
3565,control,0,3,4
3566,control,0,8,11
3567,control,0,9,11
3568,control,0,5,7
3569,treatment,1,9,10.2
3570,control,0,10,11
3571,treatment,1,2,4.2
3572,control,0,6,8
3573,control,0,6,9
3574,treatment,1,7,10.2
3575,control,0,8,10
3576,control,0,7,8
3577,treatment,1,2,3.2
3578,control,0,4,6
3579,treatment,1,9,12.2
3580,control,0,9,12
3581,treatment,1,4,5.2
3582,treatment,1,9,10.2
3583,treatment,1,9,12.2
3584,control,0,1,4
3585,treatment,1,3,4.2
3586,control,0,10,13
3587,control,0,9,11
3588,treatment,1,2,4.2
3589,treatment,1,9,10.2
3590,control,0,3,6
3591,control,0,9,12
3592,treatment,1,2,3.2
3593,control,0,10,12
3594,treatment,1,5,8.2
3595,treatment,1,5,7.2
3596,treatment,1,4,7.2
3597,control,0,2,5
3598,control,0,1,3
3599,treatment,1,8,10.2
3600,treatment,1,8,11.2
3601,control,0,10,13
3602,control,0,3,6
3603,control,0,7,8
3604,treatment,1,5,7.2
3605,control,0,5,6
3606,treatment,1,2,5.2
3607,treatment,1,4,7.2
3608,treatment,1,4,7.2
3609,control,0,4,5
3610,treatment,1,5,8.2
3611,treatment,1,3,5.2
3612,treatment,1,6,7.2
3613,control,0,1,2
3614,control,0,6,7
3615,control,0,4,5
3616,control,0,4,7
3617,control,0,6,7
3618,treatment,1,7,9.2
3619,control,0,3,4
3620,treatment,1,3,4.2
3621,control,0,3,5
3622,treatment,1,8,10.2
3623,control,0,1,4
3624,treatment,1,10,11.2
3625,treatment,1,11,13.2
3626,treatment,1,3,4.2
3627,control,0,10,13
3628,treatment,1,7,9.2
3629,control,0,6,7
3630,treatment,1,9,12.2
3631,treatment,1,11,13.2
3632,control,0,1,2
3633,treatment,1,11,12.2
3634,treatment,1,4,5.2
3635,treatment,1,11,14.2
3636,control,0,6,7
3637,treatment,1,9,12.2
3638,control,0,10,11
3639,control,0,6,8
3640,control,0,2,5
3641,treatment,1,5,8.2
3642,control,0,8,10
3643,control,0,10,12
3644,treatment,1,11,12.2
3645,control,0,6,8
3646,control,0,3,6
3647,treatment,1,4,7.2
3648,control,0,5,6
3649,control,0,3,4
3650,control,0,1,2
3651,treatment,1,10,13.2
3652,treatment,1,4,5.2
3653,control,0,8,9
3654,treatment,1,7,10.2
3655,treatment,1,6,7.2
3656,control,0,1,3
3657,treatment,1,3,5.2
3658,control,0,2,5
3659,control,0,8,9
3660,treatment,1,9,12.2
3661,treatment,1,7,10.2
3662,treatment,1,10,13.2
3663,treatment,1,11,13.2
3664,treatment,1,8,11.2
3665,treatment,1,9,10.2
3666,treatment,1,4,5.2
3667,control,0,7,8
3668,treatment,1,5,7.2
3669,control,0,6,8
3670,control,0,6,9
3671,control,0,5,7
3672,treatment,1,8,11.2
3673,treatment,1,7,9.2
3674,control,0,8,11
3675,control,0,4,6
3676,control,0,9,12
3677,treatment,1,3,6.2
3678,control,0,3,6
3679,treatment,1,10,13.2
3680,treatment,1,8,9.2
3681,control,0,10,11
3682,treatment,1,7,8.2
3683,control,0,9,11
3684,control,0,2,4
3685,control,0,3,4
3686,treatment,1,10,11.2
3687,treatment,1,3,5.2
3688,treatment,1,11,12.2
3689,control,0,8,11
3690,treatment,1,10,13.2
3691,treatment,1,8,10.2
3692,control,0,5,7
3693,treatment,1,7,10.2
3694,treatment,1,10,13.2
3695,treatment,1,10,13.2
3696,treatment,1,3,6.2
3697,treatment,1,6,8.2
3698,treatment,1,8,10.2
3699,treatment,1,4,5.2
3700,control,0,10,12
3701,control,0,1,2
3702,control,0,10,12
3703,treatment,1,8,10.2
3704,control,0,3,6
3705,control,0,8,11
3706,treatment,1,7,10.2
3707,treatment,1,9,10.2
3708,treatment,1,4,5.2
3709,treatment,1,3,6.2
3710,treatment,1,4,5.2
3711,treatment,1,5,8.2
3712,treatment,1,11,12.2
3713,treatment,1,6,8.2
3714,treatment,1,5,8.2
3715,treatment,1,5,8.2
3716,treatment,1,10,12.2
3717,treatment,1,6,9.2
3718,treatment,1,7,9.2
3719,treatment,1,3,5.2
3720,control,0,6,7
3721,control,0,9,10
3722,control,0,4,7
3723,treatment,1,9,11.2
3724,treatment,1,9,12.2
3725,control,0,9,11
3726,control,0,1,4
3727,control,0,1,4
3728,control,0,7,10
3729,control,0,10,11
3730,treatment,1,6,8.2
3731,treatment,1,3,5.2
3732,treatment,1,5,7.2
3733,treatment,1,3,4.2
3734,treatment,1,6,8.2
3735,control,0,1,4
3736,control,0,9,11
3737,treatment,1,10,12.2
3738,control,0,3,6
3739,control,0,9,10
3740,control,0,6,9
3741,treatment,1,7,10.2
3742,control,0,4,6
3743,control,0,9,11
3744,control,0,8,10
3745,treatment,1,9,11.2
3746,treatment,1,8,10.2
3747,treatment,1,4,5.2
3748,treatment,1,11,13.2
3749,control,0,10,12
3750,treatment,1,4,7.2
3751,control,0,6,9
3752,control,0,3,6
3753,treatment,1,6,8.2
3754,control,0,9,10
3755,treatment,1,11,13.2
3756,treatment,1,6,9.2
3757,treatment,1,7,8.2
3758,treatment,1,6,9.2
3759,treatment,1,11,13.2
3760,control,0,8,9
3761,treatment,1,5,8.2
3762,treatment,1,9,10.2
3763,control,0,1,4
3764,control,0,10,12
3765,treatment,1,3,5.2
3766,control,0,10,13
3767,treatment,1,6,7.2
3768,control,0,10,12
3769,control,0,3,6
3770,control,0,8,10
3771,control,0,4,6
3772,control,0,6,9
3773,treatment,1,6,9.2
3774,treatment,1,2,4.2
3775,control,0,1,2
3776,control,0,4,7
3777,treatment,1,8,9.2
3778,treatment,1,11,14.2
3779,control,0,3,4
3780,treatment,1,5,8.2
3781,treatment,1,11,13.2
3782,control,0,6,9
3783,treatment,1,3,6.2
3784,treatment,1,7,10.2
3785,treatment,1,9,10.2
3786,treatment,1,3,4.2
3787,control,0,9,10
3788,control,0,10,12
3789,treatment,1,6,8.2
3790,treatment,1,10,11.2
3791,control,0,5,8
3792,control,0,4,7
3793,treatment,1,11,12.2
3794,treatment,1,8,10.2
3795,control,0,7,8
3796,treatment,1,11,12.2
3797,treatment,1,6,9.2
3798,treatment,1,9,12.2
3799,control,0,1,4
3800,control,0,6,9
3801,treatment,1,9,11.2
3802,control,0,7,9
3803,treatment,1,9,12.2
3804,treatment,1,7,9.2
3805,control,0,9,12
3806,treatment,1,11,13.2
3807,treatment,1,3,6.2
3808,control,0,5,6
3809,control,0,1,3
3810,treatment,1,10,12.2
3811,control,0,5,8
3812,control,0,8,11
3813,treatment,1,6,7.2
3814,treatment,1,7,10.2
3815,control,0,9,10
3816,control,0,5,8
3817,control,0,8,10
3818,treatment,1,10,12.2
3819,control,0,2,4
3820,treatment,1,2,4.2
3821,treatment,1,6,8.2
3822,treatment,1,9,12.2
3823,treatment,1,11,14.2
3824,treatment,1,5,6.2
3825,control,0,7,10
3826,control,0,10,13
3827,control,0,5,8
3828,treatment,1,6,9.2
3829,control,0,10,12
3830,control,0,1,3
3831,treatment,1,3,4.2
3832,control,0,9,11
3833,control,0,4,7
3834,control,0,7,8
3835,control,0,9,12
3836,control,0,6,8
3837,treatment,1,3,4.2
3838,treatment,1,7,9.2
3839,control,0,10,12
3840,treatment,1,3,6.2
3841,treatment,1,4,7.2
3842,control,0,3,6
3843,control,0,1,4
3844,control,0,1,4
3845,control,0,9,12
3846,treatment,1,10,13.2
3847,treatment,1,9,12.2
3848,control,0,9,11
3849,treatment,1,11,14.2
3850,treatment,1,3,4.2
3851,control,0,8,10
3852,treatment,1,6,7.2
3853,treatment,1,10,12.2
3854,control,0,7,10
3855,control,0,7,9
3856,treatment,1,5,8.2
3857,control,0,8,10
3858,treatment,1,10,12.2
3859,control,0,9,10
3860,treatment,1,7,8.2
3861,control,0,7,10
3862,control,0,3,5
3863,treatment,1,10,12.2
3864,treatment,1,6,8.2
3865,control,0,1,2
3866,treatment,1,8,10.2
3867,control,0,4,7
3868,control,0,2,3
3869,treatment,1,3,4.2
3870,treatment,1,9,11.2
3871,control,0,8,10
3872,treatment,1,7,8.2
3873,treatment,1,11,13.2
3874,treatment,1,3,5.2
3875,control,0,6,8
3876,control,0,1,3
3877,treatment,1,7,8.2
3878,control,0,5,6
3879,control,0,6,8
3880,treatment,1,8,10.2
3881,control,0,6,8
3882,control,0,9,11
3883,control,0,9,11
3884,treatment,1,6,8.2
3885,control,0,9,11
3886,treatment,1,6,7.2
3887,control,0,4,5
3888,control,0,5,7
3889,treatment,1,6,8.2
3890,control,0,3,4
3891,control,0,6,9
3892,control,0,9,11
3893,control,0,9,12
3894,control,0,9,11
3895,treatment,1,8,11.2
3896,treatment,1,10,12.2
3897,control,0,1,2
3898,control,0,1,3
3899,treatment,1,10,13.2
3900,control,0,6,7
3901,treatment,1,4,6.2
3902,treatment,1,8,9.2
3903,treatment,1,7,10.2
3904,treatment,1,2,3.2
3905,treatment,1,7,9.2
3906,control,0,4,6
3907,treatment,1,5,7.2
3908,treatment,1,3,6.2
3909,control,0,5,7
3910,treatment,1,10,13.2
3911,control,0,6,9
3912,treatment,1,10,12.2
3913,treatment,1,11,14.2
3914,treatment,1,6,9.2
3915,treatment,1,6,8.2
3916,control,0,6,8
3917,treatment,1,5,7.2
3918,control,0,6,7
3919,control,0,5,7
3920,treatment,1,2,5.2
3921,control,0,4,5
3922,control,0,5,7
3923,treatment,1,2,3.2
3924,treatment,1,10,11.2
3925,control,0,3,6
3926,control,0,9,10
3927,treatment,1,5,8.2
3928,control,0,6,9
3929,treatment,1,7,9.2
3930,treatment,1,10,12.2
3931,treatment,1,3,6.2
3932,treatment,1,10,13.2
3933,control,0,10,11
3934,control,0,4,6
3935,treatment,1,3,4.2
3936,control,0,2,4
3937,control,0,3,4
3938,control,0,7,10
3939,control,0,3,5
3940,control,0,1,4
3941,treatment,1,11,13.2
3942,control,0,9,10
3943,control,0,4,5
3944,treatment,1,9,10.2
3945,control,0,7,8
3946,control,0,5,6
3947,control,0,9,12
3948,treatment,1,5,8.2
3949,control,0,4,6
3950,control,0,4,6
3951,treatment,1,4,7.2
3952,treatment,1,10,12.2
3953,control,0,9,12
3954,treatment,1,4,7.2
3955,treatment,1,11,13.2
3956,treatment,1,8,10.2
3957,control,0,5,7
3958,control,0,9,12
3959,control,0,6,7
3960,treatment,1,6,8.2
3961,control,0,5,7
3962,control,0,6,8
3963,control,0,9,10
3964,control,0,4,5
3965,control,0,9,12
3966,treatment,1,11,12.2
3967,control,0,10,11
3968,control,0,2,5
3969,treatment,1,8,11.2
3970,treatment,1,4,7.2
3971,control,0,9,10
3972,control,0,9,10
3973,control,0,8,11
3974,treatment,1,8,9.2
3975,treatment,1,2,3.2
3976,treatment,1,3,5.2
3977,control,0,7,8
3978,control,0,10,11
3979,control,0,3,6
3980,treatment,1,5,7.2
3981,treatment,1,9,12.2
3982,control,0,4,6
3983,control,0,9,10
3984,treatment,1,11,13.2
3985,control,0,3,4
3986,control,0,9,12
3987,treatment,1,5,8.2
3988,control,0,6,8
3989,control,0,8,10
3990,control,0,7,8
3991,control,0,6,7
3992,treatment,1,2,5.2
3993,control,0,5,6
3994,control,0,8,9
3995,treatment,1,10,11.2
3996,treatment,1,9,12.2
3997,control,0,3,6
3998,control,0,5,8
3999,control,0,7,10
4000,treatment,1,3,6.2
4001,control,0,5,6
4002,control,0,1,3
4003,treatment,1,8,9.2
4004,control,0,1,2
4005,control,0,2,3
4006,control,0,9,11
4007,treatment,1,10,11.2
4008,treatment,1,7,8.2
4009,treatment,1,11,12.2
4010,treatment,1,10,12.2
4011,control,0,2,3
4012,treatment,1,9,12.2
4013,treatment,1,9,11.2
4014,control,0,10,12
4015,control,0,7,10
4016,control,0,10,12
4017,control,0,3,5
4018,control,0,5,8
4019,treatment,1,11,12.2
4020,treatment,1,8,9.2
4021,control,0,1,4
4022,treatment,1,6,9.2
4023,control,0,4,6
4024,treatment,1,5,7.2
4025,control,0,5,7
4026,control,0,9,12
4027,control,0,10,13
4028,treatment,1,6,7.2
4029,control,0,10,11
4030,control,0,6,8
4031,control,0,6,7
4032,control,0,3,6
4033,control,0,7,8
4034,control,0,7,8
4035,treatment,1,11,14.2
4036,control,0,4,7
4037,control,0,4,6
4038,control,0,4,6
4039,treatment,1,6,8.2
4040,treatment,1,10,11.2
4041,treatment,1,9,10.2
4042,control,0,7,10
4043,treatment,1,10,12.2
4044,control,0,9,12
4045,treatment,1,2,3.2
4046,treatment,1,11,12.2
4047,control,0,10,11
4048,treatment,1,3,4.2
4049,control,0,4,6
4050,treatment,1,4,5.2
4051,treatment,1,11,12.2
4052,treatment,1,7,10.2
4053,treatment,1,7,10.2
4054,control,0,10,12
4055,control,0,1,2
4056,treatment,1,9,10.2
4057,control,0,1,2
4058,control,0,10,11
4059,treatment,1,11,13.2
4060,treatment,1,4,7.2
4061,treatment,1,2,5.2
4062,treatment,1,10,11.2
4063,control,0,7,9
4064,control,0,3,4
4065,control,0,10,11
4066,control,0,10,13
4067,treatment,1,7,10.2
4068,control,0,3,6
4069,control,0,4,6
4070,treatment,1,8,10.2
4071,treatment,1,11,13.2
4072,control,0,6,9
4073,control,0,5,8
4074,control,0,1,2
4075,treatment,1,11,13.2
4076,treatment,1,5,8.2
4077,treatment,1,2,4.2
4078,control,0,2,5
4079,control,0,10,13
4080,treatment,1,8,9.2
4081,treatment,1,11,12.2
4082,control,0,10,11
4083,treatment,1,10,13.2
4084,treatment,1,11,13.2
4085,treatment,1,4,5.2
4086,treatment,1,6,7.2
4087,control,0,6,9
4088,control,0,4,7
4089,treatment,1,11,14.2
4090,control,0,6,8
4091,treatment,1,8,10.2
4092,control,0,1,4
4093,treatment,1,3,6.2
4094,control,0,8,10
4095,treatment,1,4,6.2
4096,control,0,10,11
4097,treatment,1,3,4.2
4098,treatment,1,4,6.2
4099,control,0,2,3
4100,treatment,1,5,7.2
4101,treatment,1,7,8.2
4102,control,0,3,4
4103,control,0,3,4
4104,treatment,1,7,9.2
4105,control,0,1,4
4106,treatment,1,9,12.2
4107,control,0,10,12
4108,treatment,1,10,12.2
4109,treatment,1,3,5.2
4110,control,0,5,8
4111,control,0,7,9
4112,treatment,1,8,9.2
4113,control,0,3,4
4114,control,0,7,10
4115,treatment,1,2,3.2
4116,treatment,1,10,11.2
4117,control,0,7,10
4118,treatment,1,2,3.2
4119,control,0,8,11
4120,treatment,1,6,9.2
4121,treatment,1,10,11.2
4122,control,0,8,9
4123,treatment,1,9,10.2
4124,treatment,1,7,10.2
4125,treatment,1,6,8.2
4126,control,0,8,9
4127,control,0,5,6
4128,treatment,1,6,9.2
4129,control,0,6,9
4130,treatment,1,10,13.2
4131,treatment,1,3,5.2
4132,control,0,2,4
4133,control,0,4,6
4134,treatment,1,2,4.2
4135,control,0,2,5
4136,treatment,1,4,6.2
4137,treatment,1,4,7.2
4138,treatment,1,5,7.2
4139,control,0,2,3
4140,treatment,1,7,8.2
4141,control,0,1,4
4142,treatment,1,9,12.2
4143,treatment,1,6,9.2
4144,treatment,1,9,12.2
4145,control,0,3,6
4146,treatment,1,2,4.2
4147,treatment,1,3,4.2
4148,control,0,9,12
4149,treatment,1,8,11.2
4150,treatment,1,6,9.2
4151,control,0,5,7
4152,control,0,7,9
4153,treatment,1,10,11.2
4154,treatment,1,6,7.2
4155,treatment,1,10,12.2
4156,control,0,2,5
4157,control,0,5,8
4158,control,0,9,12
4159,control,0,4,5
4160,treatment,1,6,8.2
4161,treatment,1,8,9.2
4162,treatment,1,5,8.2
4163,treatment,1,4,6.2
4164,treatment,1,5,7.2
4165,treatment,1,8,10.2
4166,control,0,6,8
4167,control,0,4,6
4168,control,0,1,3
4169,control,0,7,9
4170,control,0,8,11
4171,control,0,4,7
4172,control,0,4,6
4173,control,0,9,11
4174,treatment,1,6,8.2
4175,treatment,1,2,3.2
4176,treatment,1,11,12.2
4177,treatment,1,6,7.2
4178,control,0,6,9
4179,control,0,1,3
4180,treatment,1,11,14.2
4181,treatment,1,10,11.2
4182,treatment,1,11,13.2
4183,treatment,1,3,6.2
4184,control,0,9,10
4185,treatment,1,7,9.2
4186,control,0,4,7
4187,control,0,4,7
4188,treatment,1,3,5.2
4189,control,0,9,10
4190,control,0,1,2
4191,control,0,4,7
4192,treatment,1,4,5.2
4193,control,0,8,11
4194,treatment,1,7,9.2
4195,control,0,3,6
4196,control,0,4,5
4197,control,0,9,10
4198,control,0,7,8
4199,control,0,1,3
4200,treatment,1,4,6.2
4201,control,0,7,10
4202,treatment,1,4,7.2
4203,control,0,8,9
4204,treatment,1,9,10.2
4205,treatment,1,4,6.2
4206,treatment,1,8,11.2
4207,control,0,5,7
4208,control,0,2,3
4209,treatment,1,3,4.2
4210,control,0,7,10
4211,treatment,1,10,13.2
4212,treatment,1,7,10.2
4213,control,0,1,4
4214,treatment,1,8,11.2
4215,treatment,1,11,13.2
4216,treatment,1,5,8.2
4217,treatment,1,10,12.2
4218,treatment,1,5,7.2
4219,treatment,1,8,9.2
4220,control,0,6,7
4221,control,0,7,10
4222,control,0,3,5
4223,control,0,3,6
4224,control,0,1,3
4225,control,0,10,12
4226,control,0,10,11
4227,control,0,10,12
4228,control,0,2,4
4229,control,0,1,3
4230,control,0,3,6
4231,treatment,1,2,3.2
4232,treatment,1,9,10.2
4233,control,0,6,8
4234,control,0,2,4
4235,control,0,1,3
4236,control,0,2,3
4237,control,0,3,4
4238,control,0,8,9
4239,control,0,7,8
4240,treatment,1,10,13.2
4241,control,0,7,8
4242,treatment,1,6,9.2
4243,treatment,1,5,8.2
4244,control,0,8,10
4245,control,0,8,10
4246,control,0,10,11
4247,control,0,7,10
4248,control,0,1,4
4249,control,0,7,9
4250,treatment,1,5,6.2
4251,treatment,1,7,10.2
4252,treatment,1,3,4.2
4253,control,0,2,5
4254,treatment,1,2,4.2
4255,treatment,1,2,4.2
4256,treatment,1,11,13.2
4257,treatment,1,6,8.2
4258,control,0,9,10
4259,treatment,1,6,7.2
4260,control,0,4,7
4261,control,0,4,6
4262,treatment,1,4,6.2
4263,treatment,1,8,11.2
4264,control,0,2,3
4265,treatment,1,6,8.2
4266,treatment,1,8,11.2
4267,control,0,6,8
4268,control,0,5,7
4269,treatment,1,6,7.2
4270,treatment,1,10,12.2
4271,treatment,1,2,3.2
4272,control,0,7,8
4273,control,0,10,12
4274,treatment,1,2,3.2
4275,control,0,3,6
4276,control,0,1,3
4277,treatment,1,7,10.2
4278,control,0,1,3
4279,treatment,1,11,13.2
4280,control,0,7,10
4281,treatment,1,2,3.2
4282,treatment,1,6,9.2
4283,treatment,1,4,5.2
4284,control,0,7,9
4285,control,0,9,10
4286,treatment,1,11,13.2
4287,control,0,4,6
4288,treatment,1,3,5.2
4289,control,0,2,5
4290,control,0,5,8
4291,control,0,2,4
4292,control,0,6,9
4293,control,0,10,11
4294,control,0,9,11
4295,control,0,1,2
4296,control,0,1,4
4297,treatment,1,4,7.2
4298,treatment,1,2,4.2
4299,treatment,1,3,6.2
4300,treatment,1,9,12.2
4301,control,0,3,4
4302,treatment,1,3,6.2
4303,control,0,3,5
4304,treatment,1,8,11.2
4305,treatment,1,2,3.2
4306,treatment,1,5,7.2
4307,treatment,1,2,4.2
4308,treatment,1,9,12.2
4309,treatment,1,11,14.2
4310,treatment,1,10,11.2
4311,control,0,5,6
4312,treatment,1,11,12.2
4313,control,0,6,7
4314,control,0,8,11
4315,control,0,6,7
4316,treatment,1,8,9.2
4317,treatment,1,6,9.2
4318,treatment,1,11,12.2
4319,treatment,1,3,5.2
4320,treatment,1,10,12.2
4321,treatment,1,8,11.2
4322,control,0,8,10
4323,control,0,3,4
4324,control,0,1,4
4325,control,0,3,6
4326,treatment,1,8,9.2
4327,treatment,1,5,6.2
4328,control,0,2,4
4329,treatment,1,3,6.2
4330,treatment,1,2,5.2
4331,control,0,2,4
4332,treatment,1,8,9.2
4333,treatment,1,3,6.2
4334,treatment,1,11,13.2
4335,treatment,1,5,8.2
4336,treatment,1,8,11.2
4337,treatment,1,10,13.2
4338,treatment,1,6,9.2
4339,control,0,1,2
4340,control,0,1,3
4341,control,0,4,7
4342,control,0,10,12
4343,control,0,7,9
4344,treatment,1,8,9.2
4345,control,0,4,6
4346,control,0,7,8
4347,treatment,1,6,7.2
4348,treatment,1,8,10.2
4349,treatment,1,5,8.2
4350,control,0,7,8
4351,control,0,10,13
4352,control,0,4,6
4353,control,0,3,5
4354,control,0,9,11
4355,treatment,1,10,12.2
4356,treatment,1,7,9.2
4357,control,0,2,4
4358,control,0,9,10
4359,treatment,1,6,9.2
4360,control,0,1,4
4361,control,0,4,5
4362,treatment,1,5,7.2
4363,control,0,3,5
4364,control,0,10,12
4365,treatment,1,6,8.2
4366,treatment,1,10,11.2
4367,control,0,3,6
4368,control,0,10,11
4369,control,0,7,8
4370,treatment,1,10,12.2
4371,control,0,2,3
4372,treatment,1,2,4.2
4373,control,0,6,8
4374,control,0,1,4
4375,control,0,2,4
4376,treatment,1,4,6.2
4377,control,0,1,2
4378,treatment,1,4,5.2
4379,control,0,9,10
4380,control,0,9,12
4381,treatment,1,11,13.2
4382,control,0,5,8
4383,treatment,1,10,13.2
4384,control,0,9,11
4385,control,0,2,5
4386,treatment,1,10,12.2
4387,treatment,1,3,4.2
4388,treatment,1,9,12.2
4389,control,0,5,8
4390,treatment,1,8,10.2
4391,control,0,3,5
4392,control,0,9,11
4393,treatment,1,4,6.2
4394,treatment,1,6,7.2
4395,control,0,1,4
4396,treatment,1,3,5.2
4397,control,0,1,3
4398,treatment,1,10,11.2
4399,control,0,3,5
4400,treatment,1,9,12.2
4401,treatment,1,3,5.2
4402,control,0,5,7
4403,control,0,5,6
4404,treatment,1,10,11.2
4405,treatment,1,8,10.2
4406,treatment,1,5,6.2
4407,treatment,1,7,10.2
4408,treatment,1,9,10.2
4409,treatment,1,9,12.2
4410,control,0,2,3
4411,control,0,8,9
4412,control,0,2,3
4413,treatment,1,3,4.2
4414,treatment,1,10,12.2
4415,treatment,1,2,5.2
4416,control,0,3,5
4417,treatment,1,2,5.2
4418,treatment,1,6,8.2
4419,treatment,1,6,9.2
4420,control,0,2,3
4421,control,0,6,9
4422,treatment,1,4,5.2
4423,control,0,3,5
4424,control,0,8,11
4425,control,0,2,3
4426,treatment,1,5,7.2
4427,control,0,10,12
4428,control,0,10,11
4429,treatment,1,10,13.2
4430,control,0,3,4
4431,treatment,1,2,5.2
4432,control,0,7,8
4433,control,0,5,7
4434,control,0,9,12
4435,control,0,3,6
4436,control,0,5,7
4437,control,0,2,4
4438,treatment,1,4,6.2
4439,control,0,9,11
4440,control,0,2,4
4441,treatment,1,10,12.2
4442,control,0,2,4
4443,treatment,1,4,5.2
4444,control,0,6,9
4445,control,0,3,5
4446,control,0,7,9
4447,control,0,1,2
4448,control,0,1,4
4449,control,0,4,5
4450,control,0,9,11
4451,control,0,2,3
4452,control,0,5,6
4453,treatment,1,10,11.2
4454,treatment,1,2,4.2
4455,control,0,4,5
4456,treatment,1,9,12.2
4457,treatment,1,7,8.2
4458,control,0,4,6
4459,treatment,1,6,7.2
4460,treatment,1,2,5.2
4461,treatment,1,5,8.2
4462,control,0,10,11
4463,treatment,1,4,5.2
4464,control,0,8,11
4465,control,0,5,8
4466,control,0,2,5
4467,control,0,9,12
4468,control,0,1,4
4469,treatment,1,11,13.2
4470,treatment,1,6,7.2
4471,control,0,2,4
4472,control,0,1,4
4473,control,0,3,6
4474,control,0,8,9
4475,treatment,1,8,11.2
4476,control,0,3,4
4477,treatment,1,9,10.2
4478,control,0,1,3
4479,treatment,1,10,13.2
4480,treatment,1,10,13.2
4481,treatment,1,6,8.2
4482,treatment,1,9,12.2
4483,treatment,1,5,7.2
4484,treatment,1,2,5.2
4485,control,0,9,12
4486,treatment,1,9,12.2
4487,treatment,1,9,10.2
4488,treatment,1,3,4.2
4489,control,0,7,10
4490,control,0,3,4
4491,control,0,10,11
4492,treatment,1,5,6.2
4493,treatment,1,4,6.2
4494,treatment,1,5,6.2
4495,treatment,1,3,5.2
4496,treatment,1,9,11.2
4497,treatment,1,9,11.2
4498,control,0,5,8
4499,treatment,1,5,7.2
4500,treatment,1,8,9.2
4501,control,0,4,7
4502,control,0,8,11
4503,control,0,9,11
4504,control,0,8,9
4505,control,0,3,4
4506,treatment,1,4,5.2
4507,control,0,7,8
4508,control,0,10,11
4509,treatment,1,7,9.2
4510,treatment,1,3,4.2
4511,treatment,1,9,10.2
4512,control,0,9,10
4513,treatment,1,5,8.2
4514,control,0,1,4
4515,treatment,1,2,4.2
4516,treatment,1,10,12.2
4517,treatment,1,8,9.2
4518,control,0,6,9
4519,treatment,1,11,14.2
4520,treatment,1,4,5.2
4521,control,0,8,11
4522,control,0,1,2
4523,treatment,1,7,10.2
4524,treatment,1,10,13.2
4525,control,0,5,6
4526,treatment,1,3,5.2
4527,treatment,1,2,3.2
4528,control,0,7,10
4529,control,0,8,9
4530,treatment,1,10,12.2
